2024-05-27 02:49:26.596 [main] INFO  DBRelated.JdbcProvider - Connection with db is established 
2024-05-27 02:49:26.654 [main] INFO  Server - Server started running
2024-05-27 02:49:30.396 [main] INFO  Server - Accepted connection from /127.0.0.1:65369
2024-05-27 02:49:30.399 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:49:30.402 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:49:31.598 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:49:31.608 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:49:31.608 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:49:31.609 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:49:31.609 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:49:31.611 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:49:31.619 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:49:31.620 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:49:31.620 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:49:31.626 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:49:31.626 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:49:31.627 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:49:31.628 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:65369
2024-05-27 02:49:31.629 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:49:31.630 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:49:31.862 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:49:31.863 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:49:31.863 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:49:31.864 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:49:31.864 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:49:31.864 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:49:31.865 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:49:31.865 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:49:31.866 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:49:31.866 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:49:31.867 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:49:31.867 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:49:31.868 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:65369
2024-05-27 02:49:31.868 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:49:31.868 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:49:32.570 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:49:32.572 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:49:32.572 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:49:32.572 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:49:32.572 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:49:32.573 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:49:32.573 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:49:32.574 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:49:32.574 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:49:32.575 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:49:32.575 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:49:32.575 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:49:32.576 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:65369
2024-05-27 02:49:32.576 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:49:32.577 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:49:32.900 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:49:32.902 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:49:32.902 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:49:32.902 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:49:32.903 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:49:32.903 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:49:32.904 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:49:32.904 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:49:32.904 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:49:32.905 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:49:32.905 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:49:32.905 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:49:32.906 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:65369
2024-05-27 02:49:32.906 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:49:32.907 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:49:33.396 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:49:33.397 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:49:33.398 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:49:33.398 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:49:33.398 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:49:33.399 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:49:33.399 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:49:33.400 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:49:33.400 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:49:33.400 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:49:33.401 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:49:33.401 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:49:33.401 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:65369
2024-05-27 02:49:33.402 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:49:33.402 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:49:43.565 [main] INFO  Server - Accepted connection from /127.0.0.1:65376
2024-05-27 02:49:43.566 [pool-2-thread-3] INFO  Server - before read request in processing client block
2024-05-27 02:49:43.567 [pool-2-thread-4] INFO  Server - in reading method
2024-05-27 02:49:44.790 [pool-2-thread-4] INFO  Server - returning ois.readObject
2024-05-27 02:49:44.791 [pool-2-thread-3] INFO  Server - after reading request in processing client block
2024-05-27 02:49:44.791 [pool-2-thread-3] INFO  Server - before processing request in processing client block
2024-05-27 02:49:44.792 [pool-2-thread-3] INFO  Server - in processRequest method
2024-05-27 02:49:44.792 [pool-2-thread-3] INFO  Server - processing request started
2024-05-27 02:49:44.793 [pool-2-thread-3] INFO  Server - before requestHandler.processRequest
2024-05-27 02:49:44.793 [pool-2-thread-3] INFO  Server - after requestHandler processRequest
2024-05-27 02:49:44.794 [pool-2-thread-3] INFO  Server - after processing request in processing client block
2024-05-27 02:49:44.794 [pool-2-thread-3] INFO  Server - in send response 
2024-05-27 02:49:44.795 [pool-2-thread-3] INFO  Server - oos flushed
2024-05-27 02:49:44.795 [pool-2-thread-3] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:49:44.795 [pool-2-thread-3] INFO  Server - in sending response while loop
2024-05-27 02:49:44.796 [pool-2-thread-3] INFO  Server - Response sent to /127.0.0.1:65376
2024-05-27 02:49:44.796 [pool-2-thread-3] INFO  Server - before read request in processing client block
2024-05-27 02:49:44.797 [pool-2-thread-4] INFO  Server - in reading method
