2024-05-27 02:53:02.580 [main] INFO  DBRelated.JdbcProvider - Connection with db is established 
2024-05-27 02:53:02.633 [main] INFO  Server - Server started running
2024-05-27 02:53:04.299 [main] INFO  Server - Accepted connection from /127.0.0.1:65485
2024-05-27 02:53:04.304 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:53:04.306 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:53:06.530 [main] INFO  Server - Accepted connection from /127.0.0.1:65486
2024-05-27 02:53:06.532 [pool-2-thread-3] INFO  Server - before read request in processing client block
2024-05-27 02:53:06.536 [pool-2-thread-4] INFO  Server - in reading method
2024-05-27 02:53:14.305 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:53:14.331 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:53:14.332 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:53:14.332 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:53:14.332 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:53:14.334 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:53:14.337 [pool-2-thread-1] INFO  Server - New element has been added
2024-05-27 02:53:14.338 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:53:14.338 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:53:14.339 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:53:14.342 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:53:14.342 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:53:14.343 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:53:14.344 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:65485
2024-05-27 02:53:14.344 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:53:14.345 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:53:14.363 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:53:14.364 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:53:14.364 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:53:14.365 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:53:14.365 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:53:14.365 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:53:14.415 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:53:14.416 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:53:14.416 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:53:14.417 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:53:14.417 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:53:14.418 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:53:14.418 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:65485
2024-05-27 02:53:14.419 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:53:14.419 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:53:14.425 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:53:14.428 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:53:14.428 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:53:14.428 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:53:14.429 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:53:14.429 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:53:14.429 [pool-2-thread-1] INFO  Server - New element has been added
2024-05-27 02:53:14.430 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:53:14.430 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:53:14.430 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:53:14.431 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:53:14.431 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:53:14.432 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:53:14.432 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:65485
2024-05-27 02:53:14.432 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:53:14.433 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:53:14.433 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:53:14.434 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:53:14.435 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:53:14.435 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:53:14.435 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:53:14.436 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:53:14.436 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:53:14.437 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:53:14.437 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:53:14.438 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:53:14.438 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:53:14.438 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:53:14.439 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:65485
2024-05-27 02:53:14.439 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:53:14.440 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:53:14.441 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:53:14.442 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:53:14.442 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:53:14.442 [pool-2-thread-1] INFO  Server - in processRequest method
