2024-05-27 02:55:21.092 [main] INFO  DBRelated.JdbcProvider - Connection with db is established 
2024-05-27 02:55:21.139 [main] INFO  Server - Server started running
2024-05-27 02:55:22.276 [main] INFO  Server - Accepted connection from /127.0.0.1:49177
2024-05-27 02:55:22.280 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:55:22.282 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:55:25.337 [main] INFO  Server - Accepted connection from /127.0.0.1:49179
2024-05-27 02:55:25.338 [pool-2-thread-3] INFO  Server - before read request in processing client block
2024-05-27 02:55:25.340 [pool-2-thread-4] INFO  Server - in reading method
2024-05-27 02:55:27.853 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:55:27.884 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:55:27.884 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:55:27.885 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:55:27.885 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:55:27.887 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:55:27.890 [pool-2-thread-1] INFO  Server - New element has been added
2024-05-27 02:55:27.891 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:55:27.891 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:55:27.891 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:55:27.896 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:55:27.897 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:55:27.897 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:55:27.899 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:49177
2024-05-27 02:55:27.899 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:55:27.902 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:55:27.919 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:55:27.920 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:55:27.921 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:55:27.921 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:55:27.922 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:55:27.922 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:55:27.972 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:55:27.972 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:55:27.973 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:55:27.974 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:55:27.974 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:55:27.975 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:55:27.975 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:49177
2024-05-27 02:55:27.976 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:55:27.976 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:55:27.983 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:55:27.985 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:55:27.986 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:55:27.987 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:55:27.987 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:55:27.988 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:55:27.989 [pool-2-thread-1] INFO  Server - New element has been added
2024-05-27 02:55:27.989 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:55:27.989 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:55:27.990 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:55:27.990 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:55:27.991 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:55:27.992 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:55:27.993 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:49177
2024-05-27 02:55:27.993 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:55:27.994 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:55:27.995 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:55:27.996 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:55:27.996 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:55:27.997 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:55:27.997 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:55:27.997 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:55:27.998 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:55:27.999 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:55:27.999 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:55:28.000 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:55:28.001 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:55:28.001 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:55:28.002 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:49177
2024-05-27 02:55:28.002 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:55:28.003 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:55:28.009 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:55:28.012 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:55:28.013 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:55:28.013 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:55:28.013 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:55:28.014 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:55:28.014 [pool-2-thread-1] INFO  Server - New element has been added
2024-05-27 02:55:28.014 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:55:28.015 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:55:28.015 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:55:28.015 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:55:28.016 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:55:28.016 [pool-2-thread-1] INFO  Server - in sending response while loop
2024-05-27 02:55:28.017 [pool-2-thread-1] INFO  Server - Response sent to /127.0.0.1:49177
2024-05-27 02:55:28.017 [pool-2-thread-1] INFO  Server - before read request in processing client block
2024-05-27 02:55:28.017 [pool-2-thread-2] INFO  Server - in reading method
2024-05-27 02:55:28.018 [pool-2-thread-2] INFO  Server - returning ois.readObject
2024-05-27 02:55:28.019 [pool-2-thread-1] INFO  Server - after reading request in processing client block
2024-05-27 02:55:28.019 [pool-2-thread-1] INFO  Server - before processing request in processing client block
2024-05-27 02:55:28.020 [pool-2-thread-1] INFO  Server - in processRequest method
2024-05-27 02:55:28.020 [pool-2-thread-1] INFO  Server - processing request started
2024-05-27 02:55:28.021 [pool-2-thread-1] INFO  Server - before requestHandler.processRequest
2024-05-27 02:55:28.022 [pool-2-thread-1] INFO  Server - after requestHandler processRequest
2024-05-27 02:55:28.022 [pool-2-thread-1] INFO  Server - after processing request in processing client block
2024-05-27 02:55:28.023 [pool-2-thread-1] INFO  Server - in send response 
2024-05-27 02:55:28.023 [pool-2-thread-1] INFO  Server - oos flushed
2024-05-27 02:55:28.024 [pool-2-thread-1] INFO  Server - before writing to clientSocket sizeBuffer
2024-05-27 02:55:28.024 [pool-2-thread-1] INFO  Server - in sending response while loop
